"Error while fetching customer in ERPNext, check error log for more details","Ошибка при получении клиента в ERP, проверьте журнал ошибок для получения более подробной информации",
Excel,Excel,
Expand,Развернуть,
Expired,Истекло,
Export,Экспорт,
Export All {0} Record(s),Экспорт всех {0} записей,
Export Type,Тип экспорта,
FCRM Note,FCRM Заметка,
Failed,Не удалось,
Failed to capture Twilio recording,Не удалось получить запись Twilio,
Failed to update Twilio call status,Не удалось обновить статус вызова Twilio,
Field,Поле,
Fields Order,Упорядочить,
Filter,Фильтровать,
Filters,Фильтры,
First Name,Имя,
First Name is mandatory,Имя обязательно,
First Responded On,Первая реакция на,
First Response Due,Первая реакция,
First Response TIme,Время первого ответа,
First Response Time,Время первого отклика,
First name,Имя,
Form,Форма,
Form Script updated successfully,Скрипт формы успешно обновлен,
Frappe Support,Поддержка,
Friday,Пятница,
From,Из,
From Date,От даты,
From User,От пользователя,
Fulfilled,Выполнен,
Full Name,ФИО,
Gender,Пол,
Go to website,Перейти на сайт,
Group By,Группировать по,
Group By Field,Группировка по полю,
Group By: ,Группировать по:,
Hide,Скрыть,
Hide Recording,Скрыть запись,
Hide preview,Скрыть просмотр,
High,Высокий,
Holiday List,Список выходных,
Holiday List Name,Название списка праздников,
Holidays,Выходные,
ID,Идентификатор (ID),
Icon,Иконка,
Image,Изображение,
In,В,
In Progress,В процессе,
In less than a minute,Менее чем за минуту,
Inbound Call,Входящий звонок,
Incoming,Входящий,
Incoming call...,Входящий звонок...,
Industry,Сфера деятельности,
Initiated,Начато,
Initiating call...,Инициирование звонка...,
Integrations,Интеграции,
Invalid Account SID or Auth Token.,Неверный SID учетной записи или Auth Token.,
Invalid Email,Неверный адрес электронной почты,
Invite Members,Пригласить пользователей,
Invite as,Пригласить в качестве,
Invite by email,Пригласите по электронной почте,
Invited By,Приглашены,
Is,Является,
Is Default,По умолчанию,
Is ERPNext installed on a different site?,ERP установлена на другом сайте?,
Is Group,Группа,
Is Primary,Основной адрес,
Is Standard,Стандартный,
Job Title,Должность,
John Doe,Иван Иванович,
Kanban,Канбан,
Kanban Columns,Колонки Канбан,
Kanban Fields,Поля Канбан,
Kanban Settings,Настройки Kanban,
Key,Ключ,
Keyboard Shortcuts,Горячие клавиши,
Label,Название,
Last 6 Months,Последние 6 месяцев,
Last Month,Последний месяц,
Last Name,Фамилия,
Last Quarter,Последний квартал,
Last Status Change Log,Журнал последних изменений состояния,
Last Week,Последняя неделя,
Last Year,Последний год,
Last modified,Последнее изменение,
Layout,Раскладка,
Lead,Лид,
Lead Details,Подробности,
Lead Name,Название лида,
Lead Owner,Владелец лида,
Lead Owner cannot be same as the Lead Email Address,Владелец лида не может совпадать с адресом электронной почты лида,
Lead not found,Лид не найден,
Lead updated,Лид обновлен,
Leads,Лиды,
Left,Слева,
Like,Похоже,
List,Список,
Listen,Слушать,
Load Default Columns,Загрузка колонок по умолчанию,
Load More,Загрузить больше,
Loading...,Загрузка...,
Log,Журнал,
Log out,Выход,
Low,Низкий,
Make Call,Позвонить,
Make Private,Сделать личным,
Make Public,Сделать публичным,
Make a Call,Позвонить,
Make a call,Позвонить,
Manager Access,Менеджерский доступ,
Mark all as read,Отметить все как прочитанное,
Medium,Средний,
Mention,Упоминание,
Message,Сообщение,
Middle Name,Отчество,
Mobile No,Номер мобильного,
Mobile No should be a number,Мобильный номер должен быть номером,
Mobile no,Номер мобильного,
Monday,Понедельник,
More,Подробнее,
My Open Deals,Мои открытые сделки,
My Profile,Мой профиль,
My Settings,Мои настройки,
Name,Название,
Naming Series,Именованные серии,
New,Новое,
New Address,Новый адрес,
New Comment,Новый комментарий,
New Email,Новое письмо,
New Message,Новое сообщение,
New Note,Новая заметка,
New Organization,Новая организация,
New Section,Новая секция,
New Task,Новая задача,
New WhatsApp Message,Новое сообщение WhatsApp,
New contact will be created based on the person's details,Новый контакт будет создан на основе данных этого человека,
New organization will be created based on the data in details section,"Новая организация будет создана на основе данных, указанных в разделе подробностей",
Next 6 Months,Следующие 6 месяцев,
Next Month,Следующий месяц,
Next Quarter,Следующий квартал,
Next Step,Следующий шаг,
Next Week,Следующая неделя,
Next Year,Следующий год,
No Answer,Нет ответа,
No Title,Без заголовка,
No contacts added,Контакты не добавлены,
No email set,Электронная почта не установлена,
No mobile number set,Номер мобильного телефона не установлен,
No new notifications,Нет новых уведомлений,
No phone number set,Номер телефона не установлен,
No primary contact set,Первичный контакт не установлен,
No templates found,Шаблоны не найдены,
No website set,Веб-сайт не установлен,
No {0} Available,№ {0} Доступно,
No {0} Found,№ {0} Найдено,
No. of Employees,Колличество сотрудников,
Normal,Обычный,
Not Equals,Не равно,
Not In,Не в,
Not Like,Не похоже,
Not Saved,Не сохранено,
Not allowed to add contact to Deal,Не разрешено добавлять контакты в сделку,
Not allowed to convert Lead to Deal,Не разрешается конвертировать лид в сделку,
Not allowed to remove contact from Deal,Не разрешается удалять контакты из сделки,
Not allowed to set primary contact for Deal,Не разрешено устанавливать основной контакт для сделки,
Note,Заметка,
Notes,Заметки,
Notes View,Просмотр заметок,
Notification,Уведомление,
Notification Text,Текст уведомления,
Notification Type Doc,Тип уведомления,
Notification Type Doctype,"Тип уведомления, ДокТайп",
Notifications,Уведомления,
Old Parent,Старый родитель,
Only PNG and JPG images are allowed,Разрешены только изображения в формате PNG и JPG,
Only one {0} can be set as primary.,Только один {0} может быть установлен как основной.,
Open Deal,Открыть сделку,
Open Lead,Открыть лида,
Open in Portal,Открыть в портале,
Options,Параметры,
Order By,Сортировать по,
Organization,Организация,
Organization Details,Подробности организации,
Organization Logo,Логотип организации,
Organization Name,Название организации,
Organization logo,Логотип организации,
Organizations,Организации,
Others,Другое,
Outbound Call,Исходящий звонок,
Outgoing,Исходящие,
Owner,Владелец,
Parent CRM Territory,Родительская территория CRM,
Password cannot be reset by Demo User {},Пароль не может быть сброшен пользователем Demo {},
Payment Reminder,Напоминание о платеже,
Payment Reminder from Frappé - (#{{ name }}),Напоминание о платеже от Frappé - (#{{ имя }}),
Pending,В ожидании,
Pending Invites,Приглашения в ожидании,
Person,Личность,
Phone,Телефон,
Pin View,Закрепить вид,
Pinned,Закреплено,
Pinned Views,Сохраненные виды,
Playback speed,Скорость воспроизведения,
Please enable twilio settings before making a call.,"Пожалуйста, включите настройки twilio перед совершением звонка.",
Please select an existing contact,"Пожалуйста, выберите существующий контакт",
Please select an existing organization,"Пожалуйста, выберите существующую организацию",
Position,Позиция,
Primary,Основной,
Primary contact set,Установка основного контакта,
Priorities,Приоритеты,
Priority,Приоритет,
Probability,Вероятность успеха,
Profile,Профиль,
Public,Публичное,
Public Views,Общие представления,
Queued,В очереди,
Quick Entry,Быстрый ввод,
Read,Прочитано,
Record Calls,Запись звонков,
Recording URL,URL записи,
Reference Doc,Справочный документ,
Reference Doctype,Справочный доктайп,
Reference Document Type,Тип документа-ссылки,
Reference Name,Имя ссылки,
Refresh,Обновить,
Regular Access,Обычный доступ,
Reject,Отклонить,
Reload,Перезагрузить,
Remove,Удалить,
Remove image,Удалить изображение,
Reply,Ответить,
Reply All,Ответить всем,
Reset,Сбросить,
Reset Changes,Сбросить изменения,
Reset ERPNext Form Script,Сбросить скрипт формы ERP,
Reset to Default,Восстановить значения по умолчанию,
Response By,Ответ ,
Response Details,Детали ответа,
Response and Follow Up,Ответ и последующие действия,
Right,Справа,
Ringing,Вызов,
Ringing...,Звонок...,
Role,Роль,
Route Name,Название маршрута,
Rows,Строки,
SLA,SLA,
SLA Creation,Создание SLA,
SLA Name,Название SLA,
SLA Status,Статус уровня обслуживания,
SUBJECT,ТЕМА,
Sales Manager,Менеджер по продажам,
Sales User,Пользователь отдела продаж,
Salutation,Приветствие,
Saturday,Суббота,
Save,Сохранить,
Save Changes,Сохранить изменения,
Saved Views,Сохраненные виды,
Script,Скрипт,
Send,Отправить,
Send Invites,Отправить приглашения,
Send Invites To,Отправить приглашения,
Send Template,Отправить шаблон,
Send an email,Отправить письмо,
Series,Серии,
Session Defaults,Установки сессии,
Set an organization,Установите организацию,
Set as Primary Contact,Установите в качестве основного контакта,
Set first name,Установите имя,
Settings,Настройки,
Show,Показать,
Show preview,Предварительный просмотр,
Side Panel,Боковая панель,
"Simple Python Expression, Example: doc.status == 'Open' and doc.lead_source == 'Ads'","Простое выражение Python, пример: doc.status == 'Open' и doc.lead_source == 'Ads'",
Sort,Сортировка,
Source,Источник,
Source Name,Название источника,
"Standard Form Scripts can not be modified, duplicate the Form Script instead.","Стандартные скрипты форм не могут быть изменены, вместо этого дублируйте их.",
Start Date,Дата начала,
Start Time,Время начала,
Status,Статус,
Status Change Log,Журнал изменений состояния,
Status is required,Статус обязателен,
Subject,Тема,
Subject: {0},Тема: {0},
Success,Успешно,
Sunday,Воскресенье,
Support,Поддержка,
System Manager,Системный менеджер,
TO,КОМУ,
Task,Задача,
Tasks,Задачи,
Territory,Территория,
Territory Manager,Территориальный менеджер,
Territory Name,Название территории,
The Condition '{0}' is invalid: {1},Условие '{0}' недействительно: {1},
There can only be one default priority in Priorities table,В таблице приоритетов может быть только один приоритет по умолчанию,
This Month,Этот месяц,
This Quarter,Этот квартал,
This Week,На этой неделе,
This Year,В этом году,
This section is not editable,Этот раздел нельзя редактировать,
Thursday,Четверг,
Timespan,Временной интервал,
Title,Заголовок,
Title Field,Поле заголовка,
To,Кому,
To Date,До даты,
To User,Пользователю,
Today,Сегодня,
Todo,Список дел,
Toggle Full Width,Переключить ширину,
Toggle Theme,Переключить тему,
Toggle on for preview,Включите для предварительного просмотра,
Tomorrow,Завтра,
Took a call with John Doe and discussed the new project.,Созвонился с Джоном Доу и обсудил новый проект.,
Total Holidays,Всего праздников,
Tuesday,Вторник,
TwiML SID,TwiML SID,
Twilio,Twilio,
Twilio API credential creation error.,Ошибка создания учетных данных API Twilio.,
Twilio Agents,Агенты Twilio,
Twilio Number,Номер Twilio,
Twilio Settings,Twilio Настройки,
Type,Тип,
Type your message here...,Напишите ваше сообщение здесь...,
Unknown,Неизвестный,
Unpin View,Отвязать вид,
Unsaved Changes,Несохраненные изменения,
Untitled,Без названия,
Update,Обновить,
Update {0} Records,Обновление {0} записей,
Upload Document,Загрузить документ,
Upload Image,Загрузить изображение,
Upload Video,Загрузить видео,
Upload image,Загрузить изображение,
Use HTML,Использовать HTML,
User,Пользователь,
User Name,Имя пользователя,
Validity,Период действия,
Value,Значение,
View Name,Название представления,
View Website,Посмотреть сайт,
Website,Сайт,
Wednesday,Среда,
Weekly Off,Еженедельный выходной,
Welcome Message,Приветственное сообщение,
WhatsApp,WhatsApp,
WhatsApp Templates,Шаблоны WhatsApp,
Where,Где,
Width,Ширина,
"Width can be in number, pixel or rem (eg. 3, 30px, 10rem)","Ширина может быть в цифрах, пикселях или ремах (например, 3, 30px, 10rem)",
Workday,Рабочий день,
Working Hours,Рабочие часы,
Yesterday,Вчера,
You,Вы,
You have unsaved changes. Do you want to save them?,У Вас есть несохраненные изменения. Хотите сохранить их?,
You need to be in developer mode to edit a Standard Form Script,"Чтобы редактировать скрипт стандартной формы, Вам необходимо находиться в режиме разработчика",
Your assignment on {0} {1} has been removed by {2},Ваше назначение на {0} {1} было удалено {2},
added a,добавил,
amber,янтарь,
black,черный,
blue,синий,
changes from,изменения от,
comment,комментарий,
cyan,голубой,
gray,серый,
green,зеленый,
group_by,группировка_по,
has made a call,сделал(а) звонок,
has reached out,протянул руку помощи,
kanban,канбан,
label,название,
list,список,
mentioned you in {0},упомянул(а) вас в {0},
orange,оранжевый,
pink,розовый,
purple,пурпурный,
red,красный,
teal,аквамарин,
to,для,
violet,фиолетовый,
yellow,жёлтый,
{0} assigned a {1} {2} to you,{0} назначил Вам {1} {2},
{0} is a required field,{0} - обязательное поле,
{0} is an invalid email address,{0} - недопустимый адрес электронной почты,
{0} is mandatory,{0} является обязательным,
